Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brunei Darussalam,BRN,12.3100569677383,12.7765978095106,13.5019249967604,14.1503126843658,16.2580145367891,9.15836044684235,1.08362189010565,3.93049837597171,1.88828155515105,1.43802178934314,1.83675498095092,0.765769354306188,2.1035446532851,1.54368804404399,3.03369097831975,3.50703687947836,3.73094918378405,4.54054508745063,4.28679105997458,3.32131448333115,1.32470174845995,-1.32052233784439,3.85820831655778,3.77005895369491,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cambodia,KHM,4.38218500888824,8.37255420712081,5.91564174864993,3.71333117721961,2.90641952249671,3.21674431167286,3.67675642706205,3.05685091512561,1.75131657873445,2.46197704527502,6.02538390549261,6.64242250974353,10.0389496766489,7.87468105532321,8.9252724484283,12.4913811842369,11.99484383725,14.1457114323006,13.5833460915532,11.096894824334,10.0986635313823,12.2817721689594,12.5700495703402,13.0900961289721,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,China,CHN,4.88044415984949,4.65182665077089,4.72533415243528,4.43557710153157,3.74900388026637,3.47508224574174,3.51300212008009,3.60909988460748,3.48740330983945,3.4836411137418,4.55425403392961,4.50857901572192,4.40096521655138,3.7336350391518,2.56888861303946,4.00356247084093,3.7088287540918,2.82709031155136,3.03987562075228,2.56834250428071,2.20133810817813,1.56895705699954,1.36767713330467,1.72958864934452,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,0.59498625843436,0.617479055916172,0.860208566090658,0.625285966332408,0.472644845877164,0.765212648995792,1.05637830509657,1.01157180543964,0.605889254716748,0.765601404573582,0.886100720125194,2.13016842533494,2.07339574616693,3.62052189719656,2.65159312683012,1.63503427378005,2.00206502742547,1.31293433730695,1.51627596536499,1.69565878566846,2.09211575768566,1.94105610153909,1.50687902653162,1.54915773804552,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Indonesia,IDN,2.15007984011937,2.72419788646708,2.16779685196237,-0.252290447660406,-1.33257354110796,-2.75743993350903,-1.85568619300523,0.0741516383181159,-0.254256320381005,0.738243979887563,2.91611484304662,1.3479426455458,1.6030105718879,1.82632902403998,0.903919419654062,2.02517913834177,2.30298428515062,2.3097803266511,2.55135633401058,2.81997260507169,2.29761638745523,0.487372471295636,2.01987759053938,1.81446080341533,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.000760913697364069,-0.000790357225461313,0.056332628237276,0.0622942552761561,0.323986292353001,0.218682871221014,0.114464574354457,0.280851696286805,0.19730567380105,0.156338846480386,0.114808557382006,-0.0529075089618115,0.479068377202541,0.488791042951298,0.233713959372958,0.130541249192103,-0.013816039260467,0.00881740932468709,0.206536579102136,0.407228152348885,0.119654803078594,0.831275601583962,0.386881532674673,0.494956985487603,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,0.447214833709504,0.465240646812742,0.592122294814094,1.60035762268226,2.2104768964666,2.04927371098103,1.22357651153088,0.899001594353563,1.03009353751249,1.73810124389136,1.51905522678094,0.905507316247964,0.78623531608103,1.11627293123935,1.00028277719401,0.867739217755677,0.812748038975569,0.776565540660552,0.977830215350653,0.657080498657104,0.296804076438574,0.855545972716298,1.17020344257927,0.752279961766712,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Lao PDR,LAO,5.39257398643831,8.52870931249719,5.20889423950572,3.58543935160818,5.42480319754698,1.95760389975157,1.35157901983043,0.253176893420544,0.962969691354659,0.714895049056363,1.0133213275204,5.42476149247602,7.66097171475727,4.18393738620134,5.4620749307491,3.91153218968315,3.43736677507113,6.06156581105675,5.70577880428847,6.53916307789868,7.48941479050133,5.91746404068765,10.0461165492929,7.35003618121945,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Malaysia,MYS,4.71024540158831,5.03534293107292,5.13624115805328,2.99775085201457,4.92146666489341,4.03842862393764,0.59702931825208,3.16612432250471,2.92094209456765,3.50787262049413,2.73439312562665,4.72719448835046,4.68688804885339,3.28078703547736,0.0566922678201597,4.26866386639112,5.07445534647755,2.82905646583735,3.49430177873202,3.14126779490033,3.27094957416947,4.47131819195387,2.93720893592039,2.3899960384465,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Myanmar,MMR,..,..,..,..,..,2.86117768008645,3.21565753506977,2.22070502562137,2.3777576671811,2.0001628964787,1.95966396539679,1.90182128285749,3.5175166973129,2.71127181000311,2.92355415980151,1.81897202342465,4.20127651183029,2.22540065131688,3.74085600548328,3.32336375653269,6.84204432788743,5.18225439205525,5.99892068308289,1.81310084339941,..
